title,score,type,status,start_date,end_date,members,favorites,sfw,genres_score,themes_score,demographics_score,serializations_score
Aoi no Yuuwaku,6.33,manga,finished,2007-01-01,2008-01-01,1215,2,TRUE,7.070864688368046,6.93,6.92562576938859,6.95280701754386
Kiyora Kage,5.92,one_shot,finished,2003-06-28,2003-06-28,684,1,TRUE,6.75474431818182,6.93,6.93841503267974,6.216875
Sakura no Ki no Shita ni wa,6.57,one_shot,finished,2009-01-06,2009-01-06,435,0,TRUE,6.94506027323868,7.16427514792899,6.93,6.93
Natural Doggy's Diary,6.79,manga,finished,2008-01-01,2011-01-01,449,1,FALSE,6.92562123032401,6.93,6.93,6.968
Akumakko Shoukan Program Aku Collection,6.79,manga,finished,2013-05-10,2013-11-09,381,0,FALSE,6.89391202651515,6.93,6.93,6.92066666666667
Sicilia de Aishite,6.6,manga,finished,2009-01-01,2009-01-01,390,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Ikenai Sensei,6.52,one_shot,finished,2012-02-29,2012-02-29,514,0,FALSE,6.92562123032401,6.93,6.93,6.91842105263158
"Sensei, Sotsugyou",6.3,manga,finished,2011-01-24,2012-08-10,677,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.485
Paradise Residence,6.65,manga,finished,2014-05-24,2016-01-25,634,4,TRUE,6.98568113450795,6.99883732920856,6.92562576938859,7.10347107438017
Inyutsu no Yakata,6.5600000000000005,manga,finished,2006-11-11,2008-09-12,732,5,FALSE,6.9053261757293,7.0183203125,6.93,6.79166666666667
Joshidaisei Kateikyoushi Hamanaka Ai,6.82,manga,finished,2003-09-03,2006-03-22,552,0,TRUE,7.041642098467165,6.93,7.02829368334701,7.25005747126437
Manga no You na Hitozuma to no Hibi,6.82,manga,finished,2011-02-21,2013-07-20,322,3,FALSE,6.76919375,6.93,6.93,6.73083333333333
Himekoi,6.43,manga,finished,2008-02-01,2009-06-01,538,0,FALSE,6.92562123032401,6.93,6.93,6.99442307692308
Kinoko Ningen no Kekkon,6.25,manga,finished,2013-10-03,2014-08-03,899,1,TRUE,6.964601994022266,6.93,6.93,6.7275
ACME,6.5,manga,finished,2006-01-01,2006-01-01,639,0,FALSE,6.76919375,6.93,6.93,6.78033333333333
Blue Line,6.29,one_shot,finished,2007-01-01,2007-01-01,583,1,FALSE,6.89318560287382,6.93,6.93,6.61037037037037
Muramasa,6.62,manga,finished,2008-11-20,2009-01-01,844,2,TRUE,6.934501894397,6.99883732920856,7.02829368334701,7.02941860465116
Cream Caramel Chocolate,6.62,manga,finished,2005-01-01,2005-01-01,548,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.90478260869565
Moshimo Tokyo,6.53,one_shot,finished,2020-07-27,2020-07-27,567,0,TRUE,7.11037890424987,6.93,6.92562576938859,7.11238095238095
Blue Ribon,6.92,manga,finished,2006-01-01,2006-01-01,394,1,TRUE,7.00461209842789,6.93,7.01893118148599,7.14390728476821
Chopperman,6,manga,finished,2012-12-03,2014-01-04,1042,6,TRUE,7.013569867983275,7.01441866460428,6.971043393397645,6.588
Happy End no Uragawa,6.47,one_shot,finished,2011-06-10,2011-06-10,518,0,TRUE,7.05749550133888,6.99883732920856,7.01893118148599,7.10689655172414
Seihonnou to Suibakusen,6.59,manga,finished,2001-01-01,2008-01-01,892,3,FALSE,6.76919375,6.93,6.93,6.7330303030303
Eden,6.59,manga,finished,2006-08-26,2006-12-26,852,7,TRUE,7.0700799187126755,7.19552380952381,7.02829368334701,7.00973214285714
Our Fake Relationship,6.42,one_shot,finished,1998-01-01,1998-01-01,466,0,FALSE,6.83046325279558,6.93,6.93,6.21636363636364
Ecchi♥Milk,6.78,manga,finished,2013-11-28,2015-02-28,391,6,FALSE,6.76919375,6.93,6.93,6.79983870967742
In Nyanko.,6.76,manga,finished,2006-12-14,2009-06-12,402,2,FALSE,6.919828994311946,6.93,6.93,6.648
Tsukiyo no Kokuhaku,6.65,manga,finished,2008-04-01,2008-04-01,389,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Yoru to Futari,6.7,manga,finished,2019-12-28,2020-06-30,375,0,FALSE,6.95662425455944,7.02945701357466,6.93,7.05034482758621
Ask Affection,6.7,manga,finished,2020-02-28,2020-11-27,355,0,FALSE,6.92562123032401,6.93,6.93,6.87347826086957
Shunkan x Heroism,6.54,one_shot,finished,2010-08-02,2010-08-02,399,1,TRUE,7.010297046944495,6.99883732920856,7.02829368334701,6.91140992167102
Uchuu wo Kaitaku suru Houhou,5.9,one_shot,finished,2004-07-17,2004-07-17,742,0,TRUE,7.059979598110335,6.93,6.92562576938859,6.61910714285714
Shikabanegatana,6.62,manga,finished,2020-06-26,2021-12-24,569,1,TRUE,7.02677163120567,6.93,7.02829368334701,7.00973214285714
Dream Channel,6.84,manga,finished,2010-07-30,2010-07-30,312,0,FALSE,6.76919375,6.93,6.93,6.83818181818182
Watashi ni xx Shinasai!: Couple-hen,6.75,manga,finished,2018-03-02,2018-06-01,573,2,TRUE,6.99514661646792,6.99883732920856,7.01893118148599,7.10766990291262
Perfect Honeymoon,6.87,manhwa,finished,2016-12-19,2017-06-12,299,1,TRUE,7.05749550133888,6.93,6.93,7.4291
Dead Word Puzzle,4.8100000000000005,manga,finished,2013-10-25,2014-01-24,842,0,TRUE,6.990604196070294,6.93,6.93,7.1225
Nakasareta!,6.33,one_shot,finished,2004-05-01,2004-05-01,539,2,TRUE,7.00461209842789,6.93,7.01893118148599,7.01838709677419
Queen in the Shadows,6.8100000000000005,manhwa,finished,2020-08-16,2021-06-28,458,1,TRUE,7.0759187528542355,7.13053097345133,6.93,7.1295652173913
19-sai no Porno Endeavor,6.73,manga,finished,2017-09-01,2018-05-01,515,1,FALSE,6.92562123032401,6.93,6.93,6.8148275862069
Soushikikan to Watashi no Jijou,6.19,manga,finished,2015-03-25,2015-08-26,754,0,TRUE,7.010583944798147,6.93,6.93,6.55452380952381
Tonari no Sperma-san,6.68,manga,finished,2003-04-01,2005-11-25,491,0,FALSE,6.810040085197054,6.94150300601202,6.93,6.83375
"Furete, Aishite, Dakishimete",6.6,manga,finished,2016-03-21,2018-04-07,488,0,FALSE,6.98720712163263,6.93,6.93,6.99
Hana wa Nisemono,6.17,manga,finished,2012-12-19,2015-04-09,669,0,TRUE,7.04454043523602,6.71210526315789,6.93,6.276
Petitx,6.79,manga,finished,2015-04-14,2016-06-14,346,5,FALSE,6.76919375,6.93,6.93,6.85125
Kajou Mousou Shounen,6.3,manga,finished,2014-10-01,2016-03-01,840,0,FALSE,6.92562123032401,6.99883732920856,6.93,6.74769230769231
Fata Morgana no Yakata: Anata no Hitomi wo Tozasu Monogatari,6.83,manga,finished,2014-08-06,2017-08-05,695,14,TRUE,7.020547873115188,7.10944881889764,7.01893118148599,7.14333333333333
Live,6.91,manga,finished,2003-12-15,2004-03-01,347,2,TRUE,7.013074798973097,7.0183203125,7.02829368334701,6.91140992167102
Doutei Jirushi,6.5,manga,finished,2009-03-24,2010-11-24,627,2,FALSE,6.76919375,6.93,6.93,6.6751724137931
Champagne wa Koi no Biyaku,6.5,manga,finished,2007-01-01,2007-01-01,459,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Manimani,6.57,manga,finished,2003-04-08,2003-04-08,544,2,TRUE,6.99514661646792,6.93,6.93841503267974,6.95474576271186
Magic,6.57,manga,finished,1993-05-24,1996-08-24,500,2,TRUE,7.041523764882854,6.93,7.01893118148599,7.19299145299145
"Sekai Saikyou no Doryokuka: Dare mo Shiranai ""Doryoku"" no Sainou wo Sazukatta node Ore dake ga Dekiru Kikakugai no Doryoku de Saikyou ni Naru",6.61,manga,finished,2020-09-24,2022-01-13,803,0,TRUE,7.080184607991869,6.93,6.93,6.60928571428571
Knee-Socks Shoujo de ○○○,6.67,manga,finished,2007-07-05,2008-06-05,427,2,FALSE,6.76919375,6.93,6.93,6.658125
Zantei Boyfriend♥,6.63,manga,finished,2015-11-21,2016-09-21,424,2,FALSE,6.92562123032401,6.93,6.93,6.98181818181818
Mikansei No.1,6.82,manga,finished,2005-03-24,2006-03-24,438,4,TRUE,6.98568113450795,7.21256,7.01893118148599,6.98821052631579
Brigadoon: Marin to Melan,6.62,manga,finished,2000-01-01,2001-01-01,469,6,TRUE,7.01005812861993,6.93,7.02829368334701,7.00973214285714
Shihonron,6.46,manga,finished,2008-12-05,2008-12-05,893,14,TRUE,6.93,7.16427514792899,6.93,6.93
Damage Danshi,6.46,one_shot,finished,2015-11-26,2015-11-26,512,0,TRUE,7.02929876512074,6.99883732920856,6.93,6.95611570247934
Aitai Jou to Usagi no Yamai,6.9,manga,finished,2020-02-27,2020-10-27,215,0,FALSE,6.95662425455944,6.93,6.93,6.9
Hammurabi Court,6.7,manga,finished,2017-02-28,2017-03-14,316,2,TRUE,7.09558628936423,7.10944881889764,6.92562576938859,6.92740740740741
Boku no Goshujinsama,6.23,manga,finished,2008-01-01,2008-01-01,891,1,FALSE,6.964233687368873,6.99883732920856,6.93,6.93
Mama ga Iku! Boku wa Dopyu!,6.64,manga,finished,2008-07-26,2008-07-26,531,2,FALSE,6.76919375,6.93,6.93,6.93
Hime no Dameshi,6.2,manga,finished,2015-12-22,2017-03-28,1243,1,TRUE,7.0966704898872,6.93,6.93,6.88631578947368
Jawbreaker,6.4,manga,finished,2017-08-18,2018-05-25,527,2,FALSE,6.92562123032401,6.93,6.93,6.93
Biotop,6.49,manga,finished,2011-04-26,2013-10-26,645,0,TRUE,7.041642098467165,6.93,6.93,6.71666666666667
Amnesia Later,6.28,manga,finished,2013-03-01,2013-03-01,1576,8,TRUE,7.05749550133888,7.18837209302326,7.01893118148599,6.93
Ijimekko to Boku,6.78,manga,finished,2014-06-10,2016-04-13,377,1,FALSE,6.76919375,6.93,6.93,6.92066666666667
Aratama Tribe,6.27,manga,finished,2007-07-26,2007-07-26,909,3,TRUE,6.96089721473831,7.16427514792899,6.93,6.90461538461538
Room 303,6.45,one_shot,finished,2008-07-14,2008-07-14,582,3,TRUE,7.074604924242426,6.93,7.02829368334701,6.91140992167102
Ii Kankei de Komatteru,6.66,manga,finished,2006-01-19,2013-06-28,408,1,FALSE,6.92562123032401,6.93,6.93,7.0513698630137
Itazurakko no Seifukuron,6.43,manga,finished,2014-08-22,2015-02-21,576,3,FALSE,6.98720712163263,6.99883732920856,6.93,7.01506666666667
Chokotto Lovers,6.8,manga,finished,2006-04-28,2010-08-28,435,4,FALSE,6.76919375,6.93,6.93,6.79983870967742
"Suki desu, Zenbu Kudasai",6.57,manga,finished,2013-06-10,2014-02-14,620,1,FALSE,6.987827751202048,6.93,6.93,7.12403100775194
Chou Monzetsu Curriculum,6.53,manga,finished,2003-09-01,2004-06-01,559,4,FALSE,6.76919375,6.93,6.93,6.61
Kao ga Suki,6.21,manga,finished,2013-06-05,2013-07-05,721,1,TRUE,6.99514661646792,6.93,7.01893118148599,6.9952380952381
Two Smiling Faces,6.04,one_shot,finished,2005-01-01,2005-01-01,632,0,TRUE,7.070864688368046,6.93,6.93,6.93
Kinpatsu x Kyonyuu ni Henshin de,6.84,manga,finished,2010-12-30,2011-09-30,262,0,FALSE,6.76919375,6.93,6.93,6.78033333333333
Shinakoi,6.88,manga,finished,2008-07-26,2011-01-26,654,1,TRUE,7.03491295938104,7.06317647058824,7.02829368334701,7.03533333333333
Ouja no Yuugi,6.88,manga,finished,2012-07-21,2015-05-21,422,1,TRUE,6.93,7.16427514792899,6.92562576938859,7.15111111111111
Kiss mo Shiranai Kuse ni,6.88,manga,finished,2014-01-31,2015-01-31,205,1,TRUE,6.94506027323868,6.99883732920856,6.93,6.87878787878788
Diamond Kiss,6.65,manga,finished,2003-01-01,2003-01-01,506,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.93
Neko Irimasen ka?,6.5,manga,finished,2009-01-01,2009-01-01,661,1,FALSE,6.972033199322832,6.93,6.93,6.99
Kagayaku!! Otoko no Ko Juku,6.31,manga,finished,2011-10-25,2013-05-25,813,2,TRUE,6.94506027323868,6.87057613168724,6.93,6.22666666666667
Akagi: Zawa... Zawa... Anthology,6.47,manga,finished,2011-07-27,2011-07-27,950,0,TRUE,6.98568113450795,7.051858974358975,6.93,6.93
"Saikai wa Nigaku, Ai wa...",6.74,manga,finished,2006-06-14,2006-06-14,293,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Koi x Kagi,6.69,manga,finished,2011-04-02,2011-11-19,477,2,TRUE,6.93,6.99883732920856,7.01893118148599,6.9445652173913
Mechakucha Sex Shiyo♥,6.89,manga,finished,2011-03-22,2015-01-27,286,0,FALSE,6.76919375,6.93,6.93,6.89
Icchau? x Icchau♡,6.89,manga,finished,2009-01-01,2009-01-01,257,0,FALSE,6.76919375,6.93,6.93,6.93
Kocchi Muite! Sensei,6.89,one_shot,finished,2013-04-10,2013-04-10,238,1,FALSE,6.76919375,6.93,6.93,6.92066666666667
S Rare Soubi no Niau Kanojo,6.12,manga,finished,2015-12-31,2019-08-15,1589,2,TRUE,6.928147988593953,6.93,6.93,6.8532
Densetsu no Buki wa Omokute Motenai.,6.05,manga,finished,2017-08-04,2017-09-01,790,0,TRUE,7.013569867983275,6.93,6.92562576938859,7.01743243243243
Boku dake no Yuuyami,6.75,manga,finished,2012-05-02,2013-08-02,499,2,FALSE,6.76919375,6.93,6.93,6.77885245901639
Kinyoubi wa Hatsukoi,6.85,manga,finished,2014-04-24,2014-06-24,356,0,TRUE,7.051107580427135,6.93,7.01893118148599,6.81648648648649
Cry Eye,6.46,manga,finished,2011-02-28,2012-01-30,1268,0,TRUE,6.996031748187207,6.93,7.02829368334701,7.06765957446809
Omega Shunki,6.51,manga,finished,2017-05-28,2018-09-14,512,0,FALSE,6.964233687368873,6.93,6.93,6.93
EG Maker,6.48,manga,finished,2014-03-14,2015-08-12,1229,0,TRUE,6.83276667562836,6.93,6.92562576938859,6.95280701754386
Holy☆Hearts!,6.76,manga,finished,2005-09-26,2006-10-26,397,0,TRUE,7.02068423178253,6.99883732920856,7.02829368334701,7.03533333333333
Mugen Utamaro,6.76,manga,finished,2010-04-23,2010-04-23,344,0,TRUE,7.0186303030303,7.16427514792899,6.92562576938859,7.10347107438017
Kidou Senshi Gundam: Silhouette Formula 91,6.5600000000000005,manga,finished,1992-08-01,1995-11-01,566,2,TRUE,6.93,6.945,6.93,6.93
Kokoro wo Korosu Houhou,6.63,manga,finished,2014-04-25,2017-10-25,405,5,FALSE,6.98720712163263,7.10944881889764,6.93,7.10230769230769
Sex Education,6.61,manga,finished,2008-11-05,2009-04-04,604,0,FALSE,6.76919375,6.93,6.93,6.83818181818182
White Brand,6.61,manga,finished,1998-12-13,1999-09-10,417,0,TRUE,7.027719588744276,6.93,6.93,6.93
Melancholy Melancholic Melancholinist,6.86,manga,finished,2007-10-09,2010-08-09,356,1,FALSE,6.95195151969197,6.93,6.93,6.80377777777778
Manbou-chan to Lion-kun,6.91,manga,finished,2014-10-24,2015-02-10,292,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.81648648648649
Kuchibiru Kudasai,6.28,one_shot,finished,2010-11-24,2010-11-24,537,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,6.81153846153846
Konna Karada de Ii no nara,6.62,manga,finished,2013-04-10,2015-07-31,525,1,FALSE,6.89391202651515,7.16427514792899,6.93,6.92066666666667
Maimiko: Touko no Jikenbo,6.65,manga,finished,2003-05-01,2003-05-01,413,1,TRUE,7.0116212007290954,6.93,7.01893118148599,6.93
Ponkotsu ga Tensei shitara Zongai Saikyou,6.34,manga,finished,2018-08-15,2020-10-21,1572,4,TRUE,7.048683450163897,7.03,6.93,6.66571428571429
Keikakuteki Mama,6.51,one_shot,finished,2006-07-15,2006-07-15,476,1,FALSE,6.810040085197054,6.93,6.93,6.84288461538462
Iinari!! Kyuuketsuhime,6.77,manga,finished,2008-05-27,2010-01-27,507,1,TRUE,6.93,6.93,6.92562576938859,6.87876033057851
Dragon's Crown,6.48,manga,finished,2013-11-09,2014-11-10,1003,5,TRUE,6.968783598028388,6.93,6.93,6.89882352941176
Chitose Get You!!,6.71,manga,finished,2002-08-12,2014-06-28,730,0,TRUE,7.02929876512074,6.99883732920856,6.93,6.97
Kuro no Kumikyoku,6.4,manga,finished,1983-01-01,1983-02-01,509,0,TRUE,6.990604196070294,6.93,7.01893118148599,6.93
Kago no Tori,6.6,manga,finished,1996-06-01,1996-06-01,393,0,FALSE,6.98720712163263,6.93,6.93,6.93
Otaku no Tonari wa Elf desu ka?,6.08,manga,finished,2019-07-13,2021-03-22,2031,3,TRUE,6.902330650905107,6.94150300601202,6.92562576938859,7.01152173913044
Maid in Japan,6.58,manga,finished,2007-06-05,2010-06-05,917,6,TRUE,6.83276667562836,6.87057613168724,6.92562576938859,6.5135
Kai Hana: Ochita Elf Tsuma,6.79,doujinshi,finished,2015-08-16,2015-08-16,382,0,FALSE,6.76919375,6.93,6.93,6.93
Lesbian Solo!,6.33,doujinshi,finished,2011-12-30,2012-05-05,653,0,FALSE,6.882202546699704,6.93,6.93,6.93
Yuuko-chan 100 Renpatsu!!,6.45,manga,finished,2001-04-03,2003-01-28,762,3,TRUE,7.002974511988714,6.93,6.93,6.93
Maki-chan wa Kare to Sex shitai,6.45,manga,finished,2017-02-28,2017-07-29,511,1,FALSE,6.98720712163263,6.93,6.93,6.88013157894737
Hitozuma to NTR Shitami Ryokou,6.75,doujinshi,finished,2016-08-14,2016-08-14,359,1,FALSE,6.76919375,6.93,6.93,6.93
In August,6.75,manga,finished,2014-06-30,2015-12-25,346,0,FALSE,6.98720712163263,6.93,6.93,7.09441176470588
Metro,6.55,manga,finished,2018-06-25,2019-03-25,406,0,FALSE,6.98720712163263,6.93,6.93,7.1
Houkago,6.63,manga,finished,2009-11-28,2010-01-28,539,1,TRUE,7.13057954545455,6.93,7.01893118148599,6.97
Cutlass,6.63,manga,finished,1997-01-01,1998-01-01,461,0,TRUE,6.94506027323868,6.93,6.93,6.93
Ester De Valonia,6.63,manga,finished,2020-01-24,2020-12-18,436,3,TRUE,7.080184607991869,6.93,6.93,7.05181818181818
Bunretsu Lover,6.78,manga,finished,2018-09-09,2021-07-25,552,3,TRUE,7.002974511988714,6.99883732920856,6.93,6.6330612244898
Houkago Saikoro Club,6.73,manga,finished,2013-03-12,2021-06-11,939,12,TRUE,6.98568113450795,7.164271605780749,7.02829368334701,7.17823529411765
Oujo Alexandra,6.72,manga,finished,1977-01-01,1977-01-01,334,1,TRUE,7.052149868045453,7.16427514792899,7.01893118148599,6.93
Fushidara na Kimi no Koe,6.62,manga,finished,2015-01-01,2015-01-01,475,0,FALSE,6.92562123032401,6.93,6.93,6.91155555555556
Karada de Shibaranaide★,6.62,manga,finished,2008-04-25,2008-04-25,448,0,TRUE,7.00461209842789,6.93,7.01893118148599,6.93
Parno Graffiti,6.76,manga,finished,2019-09-25,2020-06-25,571,2,TRUE,7.0645543670614,7.33357142857143,6.93841503267974,7.2965
Watashitachi no Himitsu Jijou,6.86,manga,finished,2015-12-16,2018-12-01,457,5,TRUE,7.033557379061904,6.93,7.01893118148599,6.53461538461538
Moon Rabbit,6.46,one_shot,finished,2012-10-05,2012-10-05,462,3,TRUE,7.0095802919708,6.93,6.92562576938859,6.96018181818182
Tokyo Adventure,6.85,manga,finished,2017-11-24,2018-05-30,327,0,FALSE,6.92562123032401,6.93,6.93,6.87347826086957
The Sea Where The Siren Lives,6.61,one_shot,finished,1999-01-01,1999-01-01,414,0,TRUE,7.051107580427135,6.93,6.92562576938859,7.11130434782609
Bonjour♪Koiaji Pâtisserie,6.34,one_shot,finished,2014-10-28,2014-10-28,841,4,TRUE,7.09760306242638,7.18837209302326,7.01893118148599,7.03311475409836
Miyata Shoten e Youkoso!,6.57,manga,finished,2010-05-04,2011-05-05,766,3,TRUE,7.02929876512074,6.99883732920856,6.93,6.93
Playboy no Hatsukoi,6.45,manga,finished,2008-08-01,2008-08-01,468,0,TRUE,7.00461209842789,6.93,6.93841503267974,6.62338028169014
Junjou→←Haraguro Kareshi,6.21,manga,finished,2015-07-04,2015-08-05,821,0,TRUE,7.00461209842789,6.99883732920856,7.01893118148599,7.00196202531646
Y Shiki Kaitai Shinsho,6.02,manga,finished,2002-11-01,2005-05-21,811,2,FALSE,6.7958982448630145,6.93,6.93,6.93
Tousaku Shoujo Shoukougun,6.69,manga,finished,2013-10-20,2015-02-01,412,2,FALSE,6.83046325279558,6.93,6.93,6.93
Warui Yume no Sono Saki...,6.53,manga,finished,2009-03-05,2017-05-26,510,2,TRUE,6.9206165213781645,6.93,6.93,6.53
Majo ni Ataeru Tettsui,6.7,manga,finished,2014-03-22,2015-08-22,930,1,TRUE,7.0414586014586,7.16427514792899,7.02829368334701,7.18098360655738
Kore ga Koi na Wake ga Nai,6.71,manga,finished,2016-01-14,2016-12-14,373,2,FALSE,6.92562123032401,6.99883732920856,6.93,6.96836206896552
Cheer Cheer,6,manga,finished,2008-01-01,2008-01-01,841,0,TRUE,6.86696314541142,6.99883732920856,6.92562576938859,6.395
Gion no Tsugai,6.22,manga,finished,2015-03-27,2016-11-27,888,1,TRUE,6.94473774241919,6.93,6.92562576938859,6.87876033057851
Riding Bean,6.65,manga,finished,1988-09-01,1989-02-01,712,2,TRUE,7.08623098949444,7.217173669467785,6.92562576938859,6.93
Aoi Shiro: Kaeishou,6.21,manga,finished,2007-07-01,2008-09-01,917,4,FALSE,6.975471238823895,6.93,7.02829368334701,7.03533333333333
Nightmare Catalog,6.72,manga,finished,2012-02-24,2013-08-30,519,2,FALSE,6.963888474546568,7.16427514792899,6.93,7.09974358974359
Atsui ze Pen-chan,6.73,manga,finished,1986-02-08,1995-01-07,535,0,TRUE,7.09760306242638,7.07371794871795,6.93,6.64
Dead Company,6.43,manga,finished,2019-03-29,2020-09-11,1630,4,TRUE,6.96649082198795,7.10944881889764,6.93,6.4875
Kairakuen: Buta Ika na Watashi,6.66,manga,finished,2012-05-24,2014-04-24,447,0,FALSE,6.76919375,6.93,6.93,6.80793103448276
Junai Maniac,6.87,manga,finished,2012-12-01,2014-07-01,501,1,FALSE,6.76919375,6.93,6.93,6.94909090909091
Bible Black: La Noche de Walpurgis,6.87,light_novel,finished,2000-12-22,2000-12-22,492,8,FALSE,6.89391202651515,6.93,6.93,6.93
Maid x4,6.87,manga,finished,2011-07-08,2012-12-17,322,0,FALSE,6.76919375,6.93,6.93,6.89454545454545
Wakazuma & Joshikousei Collection,6.78,manga,finished,2009-06-25,2009-06-25,302,0,FALSE,6.76919375,6.93,6.93,6.93
Urasai,6.55,manga,finished,2008-10-17,2010-09-03,965,0,TRUE,6.922193938178728,6.93,6.92562576938859,7.01743243243243
Toshokan Talk,6.55,one_shot,finished,2011-05-17,2011-05-17,507,0,FALSE,6.76919375,6.93,6.93,6.84288461538462
Daikirai!,6.58,manga,finished,1999-01-01,1999-01-01,447,1,TRUE,6.94506027323868,6.99883732920856,6.93,6.93
Hiyori-chan no Onegai wa Zettai,6.84,manga,finished,2020-09-25,2022-01-25,559,1,TRUE,7.00461209842789,7.00451575198292,6.92562576938859,6.94318181818182
Kemopai: Sakusei Girls,6.88,manga,finished,2013-05-11,2014-07-11,358,3,FALSE,6.76919375,6.93,6.93,6.79166666666667
Scorching Romance,6.88,manhwa,finished,2019-03-22,2020-11-20,242,2,TRUE,7.0116212007290954,6.99883732920856,6.93,7.4291
Ikioku,6.36,manga,finished,2004-02-25,2004-12-25,540,0,TRUE,7.09760306242638,6.93,6.93,6.98833333333333
Retort Pouch!,6.23,manga,finished,2014-04-15,2018-12-20,2245,6,TRUE,7.00461209842789,6.99883732920856,6.92562576938859,6.67315789473684
School☆Girls: Love Selection,6.65,manga,finished,2011-09-24,2013-09-10,446,1,FALSE,6.810040085197054,6.99883732920856,6.93,6.93
Elevator Strategy,6.71,manga,finished,2016-09-24,2017-11-25,324,0,FALSE,6.92562123032401,6.93,6.93,6.909
"Tenchou, Koi desu.",6.71,manga,finished,2013-07-30,2014-03-28,323,0,FALSE,6.982948507691467,6.93,6.93,7.0925
Mizuno to Chayama,6.8,manga,finished,2018-10-12,2019-12-12,543,3,TRUE,6.75474431818182,6.99883732920856,6.92562576938859,7.06575
Melody,6.8,manga,finished,2010-09-02,2013-12-28,339,1,FALSE,6.76919375,6.93,6.93,6.77885245901639
Fujiwara Hakushaku no Junan,6.59,manga,finished,2014-08-26,2016-06-25,1034,6,TRUE,7.041642098467165,6.93,7.02829368334701,7.03121951219512
Gakuen Deka Love♥Mission,6.59,manga,finished,2007-07-07,2008-01-07,523,1,FALSE,6.92562123032401,6.99883732920856,6.93,6.99
Gekkou Denchi Shiki Ningyou Gekijou,6.28,doujinshi,finished,2004-08-15,2004-08-15,642,0,TRUE,7.0568226029129235,7.02945701357466,6.93,6.93
Konwaku!? Megane Seikatsu.,5.97,doujinshi,finished,2006-10-01,2006-10-01,701,0,FALSE,6.92562123032401,6.93,6.93,6.93
Waraibanashi no You da,6.43,manga,finished,2012-07-24,2012-07-24,577,1,FALSE,6.95195151969197,6.93,6.93,6.93
Nobunagun,6.78,manga,finished,2011-05-12,2015-08-28,910,2,TRUE,7.02224662567592,7.01019417475728,6.93,6.60928571428571
Houshin shinai Engi,6.78,manga,finished,2015-08-24,2018-08-24,691,1,TRUE,7.0116212007290954,6.93,7.01893118148599,6.98821052631579
One More Age,6.34,manga,finished,2016-04-19,2017-04-19,1184,0,TRUE,6.890048483228203,6.93,6.92562576938859,6.61910714285714
Butler,6.62,manga,finished,2019-05-31,2020-01-31,418,0,FALSE,6.92562123032401,6.93,6.93,7.05034482758621
Do Do Do S-kyuu Kareshi,6.5600000000000005,manga,finished,2012-10-10,2012-10-10,686,0,FALSE,6.92562123032401,6.93,6.93,6.93
Doutei Junkie,6.5600000000000005,manga,finished,2006-03-24,2014-10-24,595,5,FALSE,6.76919375,6.93,6.93,6.6751724137931
Choujin Sensen,6.21,manga,finished,2014-02-19,2016-06-18,882,2,TRUE,7.038230113929374,6.93,6.92562576938859,6.61910714285714
Sakasama no Patema: Another Side,6.74,manga,finished,2012-03-24,2013-08-24,1229,4,TRUE,7.06424545324797,6.93,6.92562576938859,6.94318181818182
Kimagure na Boku no Neko,6.42,one_shot,finished,2007-01-24,2007-01-24,498,0,TRUE,6.94506027323868,6.93,6.93,6.92933333333333
Oniichan to Nyan Nyan Nyan,6.88,manga,finished,2011-12-09,2011-12-09,325,2,FALSE,6.76919375,6.93,6.93,6.83375
Motoka no★Shokudou,6.88,manga,finished,2013-08-06,2014-08-19,287,2,TRUE,7.030954829635044,6.93,6.92562576938859,7.11289473684211
Uwasa no Hito,6.88,doujinshi,finished,2018-12-31,2018-12-31,224,1,FALSE,6.76919375,6.93,6.93,6.93
Kanaete! Yuri Yousei,6.67,manga,finished,2014-11-18,2017-02-16,505,0,TRUE,6.9196852519066905,6.93,6.93,6.76602836879433
Puchi Puri Yuushi,6.51,manga,finished,2002-01-01,2002-01-01,658,1,TRUE,7.0414586014586,6.93,7.01893118148599,6.93
Hataraku Saibou Friend,6.9,manga,finished,2019-01-12,2021-04-13,917,0,TRUE,6.98568113450795,7.266544715447154,7.01893118148599,7.0719014084507
Mouryou Shoujo,6.9,manga,finished,2018-01-25,2021-08-25,534,3,TRUE,7.074604924242426,6.93,6.92562576938859,6.70190476190476
Silk no Kajitsu,6.9,manga,finished,2012-07-09,2014-06-01,337,0,FALSE,6.76919375,6.93,6.93,6.648
Itsuka wa Kumagoroshi!!,6.79,manga,finished,2002-12-10,2003-12-10,276,1,FALSE,6.9456411983853235,7.06317647058824,6.93,6.335
Maharaja no Yuuwaku,6.36,manga,finished,2007-01-06,2015-01-30,537,1,FALSE,6.95195151969197,6.93,6.93,6.858
