title,score,type,source,members,favorites,rating,genres_score,themes_score,studios_score,demographics_score,producers_score
Shiroki Tenshi-tachi no Rondo,5.72,ova,visual_novel,2409,7,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
"Chiisana Tayori, Ookina Tayori.",6.37,ona,original,379,0,g,6.96640512820513,6.284587411245445,6.54,6.54,6.54
Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,5.72,special,other,2354,1,pg_13,6.77054879950109,6.686008005846929,6.97081683168317,6.54,6.54
Kyoshin to Hyouka no Shiro,5.65,ona,original,2815,0,pg_13,6.97574653935896,6.54,6.6875,6.54,6.94508928571429
Evil or Live Recap,5.13,special,web_manga,4056,3,r,6.54,6.909573902623665,6.84,6.54,6.54
Sakura Kakumei: Hanasaku Otome-tachi,6.13,ona,game,1180,0,pg_13,6.77054879950109,6.66172110552764,7.13069767441861,6.54,6.904431435309975
Everlasting Snow,6.4,music,original,339,0,g,6.96640512820513,6.1039896373057,6.54,6.54,6.54
Nanairo Kakumei,5.88,special,manga,1370,2,g,6.66621791767554,6.90549795361528,6.54,6.86086440677966,6.54
Popee the Performer: Countdown Special,6.04,special,original,783,0,r,6.66621791767554,6.85712960743827,6.54,6.54,6.54
Takarajima (Movie),6.32,movie,novel,815,0,pg,6.929545341412425,6.83417227456258,6.98389728096677,6.54,6.8428125
Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.18,special,manga,813,2,g,6.79094174757282,6.54,6.54,6.54,6.51238095238095
Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,6.04,ova,game,2232,0,pg_13,7.06541062801932,6.1039896373057,6.99734615384615,6.54,6.54
Abciee Shuugyou Nikki,5.47,tv,other,2521,4,pg,6.66621791767554,6.9754954954955,6.59434782608696,6.54,7.16894736842105
100-man-nen Chikyuu no Tabi: Bander Book,5.93,special,original,1436,3,r+,6.67102082275267,6.54,6.61471698113208,6.54,7.30546296296296
Starmyu 3rd Season: Encore,6.45,special,original,1138,2,pg_13,6.77061272584446,6.704847951370093,6.54,6.54,6.54
Keraku-No-OH King of Pleasure,5.8,ova,visual_novel,1886,5,rx,6.20131095123901,6.54,5.848,6.54,5.41896551724138
Kemurikusa,5.9,ona,original,1865,0,g,6.74417045660886,6.54,6.30909090909091,6.54,6.54
Heisa Byoutou,5.8100000000000005,ova,original,2459,3,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Genma Taisen,5.16,movie,manga,5415,5,r,6.7730268831414495,6.66172110552764,6.98389728096677,7.07873015873016,6.54
Sangokushi: Dai San Bu - Harukanaru Taichi,6.46,movie,novel,542,1,pg_13,6.77054879950109,6.83417227456258,6.80722772277228,6.54,6.162
Asgaldh: The Distortion Testament,5.68,ova,visual_novel,2727,5,rx,6.20131095123901,6.54,5.89142857142857,6.54,5.90090909090909
Gall Force: The Revolution,5.95,ova,original,1724,2,r+,6.74417045660886,6.754543185836863,6.4841935483871,6.54,7.18071856287425
Captain Tsubasa Special,6.29,special,manga,495,0,pg_13,6.83221476510067,7.09946107784431,6.54,6.54,6.54
"Ore, Twintail ni Narimasu. Recap",5.92,special,light_novel,2611,1,pg_13,6.718383358588315,6.734327679449363,6.734,6.54,6.54
Ai (ONA),2.63,ona,original,4000,8,g,6.87417910447761,6.54,6.54,6.54,6.54
Slow Start: Web Yokoku Movie,5.96,ona,4_koma_manga,2864,1,pg_13,6.77061272584446,7.09836363636364,7.15838095238095,6.54,6.54
Uchuujin Tanaka Tarou,6.16,tv,manga,864,1,g,6.66621791767554,6.90549795361528,6.54,6.11498542274053,6.54
Chichibu de Buchichi,5.8,ona,original,1768,0,pg_13,6.77061272584446,6.54,7.08680751173709,6.54,7.686971153846155
Suteneko Tora-chan,5.74,movie,original,1435,1,g,6.54,6.1039896373057,6.54,6.54,5.31166666666667
Mahou Shoujo? Naria☆Girls,3.87,tv,original,7973,12,pg_13,6.54,7.04710059171598,5.1,6.54,6.606125448028677
Hashire! Osomatsu-san,6.14,special,other,1400,1,pg_13,6.66621791767554,6.48541666666667,6.54,6.54,6.54
Love Bites,2.58,ona,original,3778,2,r,6.25103542234332,6.54,6.54,6.54,6.54
Maps,5.74,ova,manga,2306,4,r+,6.72468232187553,6.71029490616622,7.08680751173709,7.07873015873016,6.499928977272726
Uchuu Kyoudai: Apo's Dream,5.4,ova,manga,3840,1,pg,6.668619370214104,6.65835500025292,6.54,6.54,5.80666666666667
Tobira wo Akete,5.78,movie,novel,2296,1,pg_13,6.735605448319838,6.54,6.365625,6.54,7.02625
Natsu no Niwa,6.34,music,original,423,0,g,6.54,6.1039896373057,6.5425,6.54,6.34
Hikaru no Go: Memories,6.27,ova,manga,822,1,pg_13,6.7808208897639854,6.40602739726027,6.81260683760684,7.07873015873016,6.54
Akuma-kun,6.29,tv,manga,1069,2,g,6.661827863805335,6.54,6.80722772277228,6.54,6.54
Munou na Nana Mini Anime,5.79,ona,manga,3124,4,pg_13,6.7808208897639854,6.54,6.5515,7.07873015873016,6.85335545722714
Fantasista Stella,5.95,ova,manga,1488,3,pg_13,6.83221476510067,7.09946107784431,6.89833333333333,7.07873015873016,7.1225974025974
Hua Jianghu: Bu Liang Ren II,6.42,ona,original,823,0,r,6.877175326751853,6.82336818856334,6.54,6.54,6.52333333333333
Kunoichi Botan,5.73,ona,game,2108,1,rx,6.20131095123901,6.54,6.50818181818182,6.54,6.54
Refrain Blue,5.74,ova,visual_novel,2307,1,r+,6.92029211634137,6.54,5.58545454545455,6.54,6.35145299145299
Tales of the Rays Gekijou,6.23,ona,game,1357,0,pg_13,6.688064170564155,6.48541666666667,7.15023255813954,6.54,6.906875
Don Chuck Monogatari,5.99,tv,original,1015,3,g,6.78077723670864,6.54,5.78538461538462,6.11498542274053,6.54
Ningen Doubutsuen,2.76,movie,other,3949,2,pg_13,5.2274358974359,6.54,6.54,6.54,4.08333333333333
Little El Cid no Bouken,6.3,tv,original,684,0,g,6.79094174757282,6.83417227456258,6.95307692307692,6.11498542274053,6.54
Honey Honey no Suteki na Bouken,6.26,tv,manga,1028,4,g,6.79094174757282,6.83417227456258,6.54,6.86086440677966,6.27875
Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,6.08,movie,manga,1193,0,pg_13,6.668619370214104,7.29177142857143,6.80722772277228,7.07873015873016,6.43
Saru Getchu: On Air,6.11,tv,game,1157,5,pg,6.760312298294685,6.54,6.89833333333333,6.596857790735345,6.54
Shusaku,5.61,ova,visual_novel,2629,3,rx,6.20131095123901,6.90549795361528,5.52,6.54,6.35145299145299
Tottoi,6.2,movie,novel,860,1,g,6.842653200540803,6.54,6.95307692307692,6.11498542274053,6.54
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga,5.85,ona,original,2169,2,g,6.77061272584446,6.54,6.54,6.54,6.54
Goulart Knights: Evoked the Beginning White,5.95,ova,original,2986,4,pg_13,6.835572053252855,6.54,6.46,6.86086440677966,6.54
Dongguo Xiaojie,5.9,ona,manga,2575,3,pg_13,6.843182804712625,6.82146676791192,6.84,6.54,6.7845652173913
Hana no Kage,5.9,ona,original,2041,1,pg_13,6.92029211634137,6.82146676791192,6.54,6.54,6.54
Gongitsune,6.22,movie,picture_book,1019,0,pg,6.868508927024795,6.54,6.54,6.11498542274053,6.22
Bloody Date,4.21,ona,original,3889,0,r,6.25103542234332,6.54,6.54,6.54,6.54
Sakura Capusule,6.07,ova,original,1359,2,g,6.77061272584446,6.54,7.25574074074074,6.11498542274053,6.07
Mars Red: Zero Kikan Nippou,5.62,ona,other,2339,0,pg_13,6.66621791767554,6.54,6.50217391304348,6.54,6.54
Thermae Romae: Kodai Romajin ga Uchuu e,5.88,special,manga,1458,0,pg_13,6.66621791767554,6.71029490616622,5.82481481481481,6.98755434782609,6.54
Mu Wang Zhi Wang: Han Tie Dou,6.52,ona,original,547,1,pg_13,6.9033795106660065,6.82336818856334,6.51,6.54,6.54
Hooligan,5.66,ova,visual_novel,2523,2,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Tarareba,6.24,music,original,426,1,pg,6.96640512820513,6.1039896373057,6.54,6.54,5.87833333333333
Rifle Is Beautiful: Zengoku Daikai Is Mokuzen,5.66,special,4_koma_manga,2174,0,pg_13,6.756348469540224,7.03444088927441,6.80388888888889,6.54,7.03188811188811
Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,5.96,ova,original,1167,2,g,6.7807452735369544,6.81006637168142,6.85110787172012,6.54,7.40380165289256
Requiem,5.22,ova,visual_novel,4141,8,rx,6.20131095123901,6.54,5.345,6.54,6.17111330624965
Quote,6.09,music,original,711,0,g,6.54,6.1039896373057,6.54,6.54,6.54
Uchida Shungicu no Noroi no One-Piece,5.78,special,manga,1655,5,pg_13,6.562607263410465,6.54,7.072985068792995,6.86086440677966,6.97833333333333
Toji no Miko: Kizamishi Issen no Tomoshibi,5.98,ona,game,2397,2,pg_13,6.718383358588315,6.54,6.54,6.54,7.10504424778761
Mou Sukoshi dake,6.55,music,novel,188,0,pg_13,6.54,6.1039896373057,6.54,6.54,6.99075862068965
Mon-Soni! D'Artagnan no Idol Sengen,5.85,ona,game,2267,3,pg,6.74022961147693,6.255008517282985,6.80375,6.54,6.26666666666667
Motto! Majime ni Fumajime Kaiketsu Zorori,6.49,tv,book,816,0,pg,6.728579832624179,6.54,7.028449612403104,6.11498542274053,6.54
Boku wa Kuma,5.67,music,original,1414,1,g,6.77061272584446,6.1039896373057,6.54,6.11498542274053,6.011953781512605
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,6,movie,manga,1317,0,pg_13,6.668619370214104,7.29177142857143,6.80722772277228,7.07873015873016,6.54
Toshiwasure Guda Guda Order 2016,5.95,special,game,1083,1,pg_13,6.66621791767554,6.54,7.33125,6.54,6.65763888888889
Suika: Manatsu no Okurimono,5.83,ova,visual_novel,1794,2,rx,6.68795140184363,6.54,6.54,6.54,6.54
Chokin Senshi Cashman,5.67,ova,manga,1618,0,pg,6.718383358588315,6.54,6.54,6.54,7.40380165289256
Yukidoke,3.88,movie,original,4292,6,pg_13,5.73923565988961,6.54,6.54,6.54,6.54
Kotatsu Neko,5.78,ona,original,1153,1,g,6.66621791767554,6.54,6.54,6.54,5.34857142857143
Warau Salesman Special Program,6.25,special,manga,757,0,pg_13,6.971612640146075,7.153891854949885,6.83759615384615,6.98755434782609,6.54
Coluboccoro,5.58,ova,original,2058,2,g,6.690465623102719,6.54,5.415,6.54,6.54
Tatakau Mono-tachi e Ai wo Komete,6.35,music,original,330,0,pg_13,6.96640512820513,6.1039896373057,6.54,6.54,6.54
Marvel Future Avengers,5.69,tv,other,4103,7,pg,6.77054879950109,6.81006637168142,6.98389728096677,6.11498542274053,6.54
Mobile Suit SD Gundam Mk V,5.71,ova,original,2503,0,g,6.668619370214104,6.573568886097155,6.97081683168317,6.54,6.996817203276815
Wu Ying Sanqian Dao,6.45,ona,novel,418,3,pg_13,6.7571336568422264,6.54,6.45,6.54,7.20609756097561
Platonic Chain,5.66,tv,novel,3919,14,pg_13,6.720816774298565,6.54,6.54,6.54,5.62
Kekkaishi (TV): Yoshimori no Omoi,6.34,special,manga,701,1,pg_13,6.722356696233709,6.54,6.97081683168317,7.07873015873016,6.54
Jian Wangchao,5.99,ona,novel,2640,4,pg_13,6.77054879950109,6.83417227456258,5.97904761904762,6.54,6.72
Maido! Urayasu Tekkin Kazoku,6.23,tv,manga,930,3,pg_13,6.66621791767554,7.29177142857143,6.99734615384615,7.07873015873016,6.54
Idolls!,5.09,tv,original,4335,10,pg_13,6.54,6.439609761181585,6.83759615384615,6.54,6.655408783783782
Cinderella Girls Gekijou 3rd Season Specials,6.2,special,4_koma_manga,1218,0,pg_13,6.71841532176,6.255008517282985,6.26085714285714,6.54,6.54
Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai,6.31,ona,original,2044,2,pg_13,6.7807452735369544,6.89161354581673,6.54,6.54,6.54
Sexfriend Gakuen,5.33,ona,manga,3451,8,rx,6.20131095123901,6.54,6.54,6.54,5.51
Mahou Sensei Negima! Tokubetsu Eizou,6.04,music,manga,1881,0,pg_13,6.54,6.1039896373057,6.54,6.54,6.54
Dream Creator feat. GUMI,5.76,music,music,1194,1,g,6.54,6.1039896373057,6.54,6.54,6.24464285714286
Shenyi Jiu Xiaojie,6.42,ona,novel,536,7,pg_13,6.79204476396519,6.54,6.685,6.54,7.20609756097561
Dousou Kai Again,5.72,ova,visual_novel,2160,4,rx,6.20131095123901,6.54,6.23666666666667,6.54,5.74888888888889
Neko ga Kureta Marui Shiawase,6.19,ona,original,1165,2,g,6.71841532176,6.54,6.52125,6.54,6.54
Colours,6.43,music,original,322,0,g,6.54,6.1039896373057,6.84,6.54,6.54
Moonrakers,5.59,ona,manga,1707,2,r,6.8187129754789,6.71029490616622,6.81260683760684,6.54,6.54
"""0""",4.66,music,music,3722,2,g,6.54,6.1039896373057,5.8525,6.54,6.99075862068965
Ryoujoku no Machi: Kyouen no Ceremony,5.51,ova,manga,2636,6,rx,6.45561068734589,6.89161354581673,5.33,6.54,5.7752869757174405
Nani mo Shite Agerarenai,5.92,music,original,1106,0,g,6.54,6.439609761181585,6.54,6.54,6.54
Gokiburi-tachi no Tasogare,5.85,movie,original,1963,3,pg_13,6.96640512820513,6.949048531150125,6.38028197381672,6.54,6.95496913580247
Hashire!,5.85,ona,original,1023,0,g,6.66621791767554,6.54,6.54,6.54,6.54
Licca-chan Fushigi na Fushigi na Yunia Monogatari,6.14,ova,other,1029,1,pg,6.79094174757282,6.54,6.54,6.11498542274053,6.65833333333333
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,5.84,movie,original,1538,0,g,6.54,6.54,6.81260683760684,6.86086440677966,6.54
The Five Killers,6.08,ona,original,919,2,pg_13,6.77054879950109,6.54,6.75540740740741,6.54,6.54
Ginga Reppuu Baxingar,6.31,tv,original,1124,0,pg_13,6.7807452735369544,6.66172110552764,6.42,6.54,6.54
AOTU Shijie,6.4,ona,web_manga,833,5,pg_13,6.735605448319838,6.54,6.54,6.54,6.4
Jokutsuma,5.67,ova,visual_novel,2442,3,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Captain Tsubasa no Koutsuu Anzen,6.39,ova,manga,665,0,g,6.83221476510067,6.46518518518519,6.54,6.11498542274053,6.54
The SoulTaker: Tamashii-gari - Komugi Daisakusen,5.83,special,original,1791,0,pg_13,6.66621791767554,6.54,6.73811881188119,6.54,6.54
Magic Knight Rayearth Pilot,6.17,special,manga,917,1,pg_13,6.74022961147693,6.876913184342765,7.10225,6.86086440677966,6.54
Busou Shoujotai: Blade Briders The Animation,5.46,ova,visual_novel,3501,3,rx,6.20131095123901,6.71029490616622,6.47888888888889,6.54,6.35145299145299
Dragon Quest Retsuden: Roto no Monshou,5.93,movie,game,1636,0,g,6.750426085512794,6.54,6.54,7.07873015873016,6.54
"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",5.58,special,light_novel,2649,1,pg_13,6.731590851499927,6.54,6.016,6.54,6.54
Flutter of Birds: Tori-tachi no Habataki,5.69,ova,visual_novel,2137,3,rx,6.20131095123901,6.54,6.23666666666667,6.54,6.1013934213934204
Sengoku Musou: Sengoku Musou High School,6.1,special,game,1514,1,pg_13,6.66621791767554,6.845032927424924,7.09586206896552,6.54,6.84888888888889
B Who I Want 2 B,5.49,music,music,1797,3,g,6.54,6.1039896373057,6.54,6.54,6.62693548387097
Vivi,5.97,music,music,805,2,g,6.7916770918344,6.1039896373057,6.54,6.54,6.54
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,5.99,special,visual_novel,2147,1,pg_13,6.70446365295823,6.90549795361528,6.47866666666667,6.54,7.02
Aruhi no Clamp Gakuen Tanteidan,6.08,special,manga,1224,1,g,6.66621791767554,6.54,6.81260683760684,6.54,7.03494475138122
Hikaru no Go Recaps,6.28,special,manga,942,4,pg_13,6.89542386185243,6.40602739726027,6.54,7.07873015873016,6.54
Shi Wan Ge Leng Xiaohua Movie 1,6.41,movie,web_manga,645,1,pg_13,6.734404722050555,6.48541666666667,6.85571428571429,6.54,6.305
Seven Count,6.49,music,game,389,0,pg_13,6.54,6.439609761181585,6.70555555555556,6.54,6.54
Kangoku: Injoku no Jikkentou,5.47,ova,visual_novel,3274,8,rx,6.20131095123901,6.54,5.345,6.54,6.17111330624965
Guskou Budori no Denki,6.31,movie,novel,1351,0,g,6.96640512820513,6.54,6.385,6.54,7.03494475138122
Yuuwaku Countdown: Akira,5.74,ova,manga,2142,7,rx,6.20131095123901,6.54,6.64057692307692,6.54,6.35145299145299
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,5.94,movie,other,4428,10,pg_13,6.73739411603274,6.66172110552764,6.059285714285715,6.54,6.54
Anata wo Hitokoto de Arawashite Kudasai: no Shitsumon ga Nigate da.,6.19,ona,original,894,2,g,6.54,6.9754954954955,6.97081683168317,6.54,6.54
Ai,4.21,movie,original,3859,3,pg_13,6.050807500956755,6.91364985163205,6.54,6.54,4.08333333333333
Toho Cinemas x Pokemon Go,5.48,movie,game,2606,0,g,6.66621791767554,6.54,6.54,6.54,7.05611570247934
Yuureisen,5.59,movie,book,1859,3,g,6.89542386185243,6.54,6.54,6.54,6.54
Bocchan,6.12,special,novel,1269,1,pg_13,6.66621791767554,6.83417227456258,7.08680751173709,6.54,6.54
Li Linke de Xiao Guaner,6.41,ona,original,979,9,g,6.73701224527517,6.9754954954955,6.41,6.54,6.54
Aoi Hitomi no Onnanoko no Ohanashi,6.36,special,novel,749,0,pg,6.96640512820513,6.83417227456258,6.83759615384615,6.54,6.955546875
Dr. Slump Movie 10: Arale no Bikkuriman,6.07,movie,manga,1211,0,pg_13,6.668619370214104,7.29177142857143,6.80722772277228,7.07873015873016,6.54
Nekota no Koto ga Kininatte Shikatanai.,6.09,special,manga,1236,2,g,6.54,6.90549795361528,6.54,6.86086440677966,6.54
"Sou: Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?-hen",5.49,special,other,3436,2,g,6.77061272584446,6.54,7.12786259541985,6.54,6.54
Jungle Taitei Leo: Hon-o-ji,6.2,movie,manga,724,1,g,6.878673437888975,6.54,6.54,6.54,6.32
Natsu ga Hajimaru.,6.48,special,original,269,1,g,6.83221476510067,6.54,6.54,6.54,6.54
Ishida to Asakura Special,4.94,special,manga,3232,1,pg_13,6.66621791767554,6.90549795361528,5.638,6.98755434782609,6.78198952879581
Tako ni Natta Okaasan,6.45,special,novel,729,3,g,6.96640512820513,6.83417227456258,6.83759615384615,6.54,6.54
Humanoid,6.5,music,original,211,0,g,6.89542386185243,6.508819744468875,6.54,6.54,6.54
Shuranosuke Zanmaken: Shikamamon no Otoko,4.7,ova,novel,4193,2,r+,6.90459135993108,6.83417227456258,6.54,6.54,6.54
Kuroi Kikori to Shiroi Kikori,6.11,movie,original,765,0,g,6.70991042345277,6.54,6.54,6.54,5.31166666666667
Mameneko,6.07,tv,manga,1405,1,pg,6.77061272584446,6.60641509433962,5.734,6.54,6.5785
Capricorn,5.45,ova,manga,2860,2,pg_13,6.709522727863449,6.54,5.84333333333333,7.07873015873016,6.155220125786165
Africa no Salaryman,5.94,ona,web_manga,1929,1,pg_13,6.66621791767554,6.9754954954955,6.54,6.54,6.652592954990215
Alexander Senki Movie,5.86,movie,novel,2263,0,r,6.549952186876312,6.862892910189656,6.98389728096677,7.07873015873016,6.274279707747448
Shokupan Mimi,5.66,tv,4_koma_manga,1660,3,pg,6.684814841190709,6.54,5.667,6.54,7.45423312883436
Look at Me Only,6.23,movie,original,376,0,pg_13,6.95730636292223,6.54,6.54,6.54,6.54
Takara-sagashi,6.21,movie,picture_book,1717,0,g,6.750426085512794,6.54,6.86823529411765,6.11498542274053,6.54
Mune no Kemuri,6.43,music,original,267,1,pg_13,6.54,6.1039896373057,6.54,6.54,6.54
Fujoshi no Hinkaku,6.11,ova,manga,949,0,pg_13,6.77061272584446,6.54,6.11,6.54,6.54
Ame-iro Cocoa in Hawaii,4.76,tv,web_manga,6377,4,pg_13,6.71841532176,6.9754954954955,5.97904761904762,6.54,6.78198952879581
Flowering Heart 2,6.02,tv,original,1561,9,g,6.54,6.54,6.54,6.11498542274053,6.54
World's End Umbrella,6.01,music,music,741,1,g,6.54,6.1039896373057,5.8525,6.54,6.54
Hentatsu (TV),5.15,tv,original,5129,4,g,6.92817618779607,6.54,6.30909090909091,6.54,6.54
Marudase Kintarou,4.02,movie,manga,5278,11,pg_13,6.53474820143885,6.54,6.35101265822785,6.54,6.54
Kaette Kita Court no Naka no Tenshi-tachi,5.72,ova,visual_novel,2294,2,rx,6.20131095123901,6.54,5.50666666666667,6.54,6.35145299145299
Jinshin Yuugi,5.71,ova,visual_novel,2081,0,rx,6.20131095123901,6.54,5.38,6.54,6.13831932773109
Hoshi no Ko Chobin,6.22,tv,original,653,1,g,6.730981285162745,6.54,6.38333333333333,6.54,6.54
Dark Cat,3.24,ova,manga,4394,8,r,6.6390026945656135,6.80941381647134,5.005,6.54,6.14222222222222
Shin-ban Megami Tantei Vinus File,5.8,ova,manga,1660,6,rx,6.20131095123901,6.54,6.54,6.54,5.8
Usakame Special,5.5,special,manga,2346,0,pg_13,6.749216341388105,6.54,6.35269230769231,7.07873015873016,6.78198952879581
Mahou Yuugi 3D,5.59,ova,original,1936,1,pg_13,6.66621791767554,6.54,6.4841935483871,6.54,6.84704678362573
Tokineiro,5.12,ova,visual_novel,3951,6,rx,6.20131095123901,6.54,6,6.54,5.90090909090909
Madou King Granzort: Saigo no Magical Taisen,6.45,ova,original,489,1,g,6.7044244908455175,6.66172110552764,6.54,7.07873015873016,6.54
Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,5.49,movie,novel,3562,2,pg_13,6.7207848111268795,6.754543185836863,6.97081683168317,6.54,6.54
"Kabuki-bu!: Oogiri ""Chiyocolate-gassen""",6.21,special,novel,1748,1,pg_13,6.54,7.03214552853178,6.99734615384615,6.54,7.05370771462707
Tenkuu no Escaflowne Recaps,6.2,special,original,1318,5,pg_13,6.7916770918344,6.54,6.97081683168317,6.54,6.54
Bobunemimimmi Specials,5.74,special,4_koma_manga,2550,4,pg_13,5.946826907555719,6.48541666666667,6.54,6.54,6.78666666666667
Mune Kyun! Heartful Cafe,5.74,ova,visual_novel,2147,4,rx,6.20131095123901,6.54,6.08823529411765,6.54,6.13831932773109
Spelunker Sensei,5.12,ova,4_koma_manga,2761,5,g,6.66621791767554,6.54,6.51857142857143,6.54,5.91666666666667
Barbapapa Sekai wo Mawaru,5.97,tv,picture_book,1124,3,g,6.728579832624179,6.54,6.81260683760684,6.54,7.46961089494163
Forsaken,5.69,music,music,1226,1,pg_13,6.54,6.476957224667885,6.75540740740741,6.54,6.54
Ijoku,5.66,ova,visual_novel,2328,4,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kui Nee! - Choujou Maguro Taiketsu!!,6.52,special,manga,496,1,pg_13,6.66621791767554,7.1717303906723195,6.54,6.54,6.54
Eizouken Mini Anime,5.59,ona,manga,4253,5,pg_13,6.66621791767554,7.27213114754098,5.9076,6.54,6.54
Kamyla,5.67,ova,manga,2093,3,rx,6.20131095123901,6.94932692307692,5.80333333333333,6.54,5.41896551724138
Saikyou Robot Daiouja,6.31,tv,original,854,1,pg_13,6.7207848111268795,6.66172110552764,6.97081683168317,7.07873015873016,6.91460798548094
Megane no Mahou,6.31,ona,original,451,0,g,6.96640512820513,6.54,6.73811881188119,6.54,6.54
Amanatsu,5.86,movie,original,2383,3,pg_13,6.67102082275267,6.54,6.58157894736842,6.54,6.54
We Two,6.38,music,original,287,0,g,6.54,6.1039896373057,6.54,6.54,6.25444444444444
Shi Wan Ge Leng Xiaohua,6.33,ona,web_manga,688,0,pg_13,6.66621791767554,6.48541666666667,6.85571428571429,6.54,6.305
Mori no Densetsu: Dai Ni Gakushou,6.08,movie,original,692,0,g,6.70991042345277,6.54,6.61471698113208,6.54,6.54
Macross Fufonfia,5.5600000000000005,ona,original,3073,1,g,6.66621791767554,6.48541666666667,6.54,6.54,6.01
Gakuen: Chijoku no Zushiki,5.48,ova,visual_novel,3330,3,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Tatehoko Tsubasa,6.21,music,other,422,1,g,6.54,6.439609761181585,6.54,6.54,6.54
Tokyogurashi!,4.71,ona,visual_novel,5068,2,pg_13,6.54,6.294703151986186,6.54,6.54,7.10428571428571
Tokubetsu Jugyou 2,5.65,ova,visual_novel,2481,1,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Tomorrow's Song,5.95,music,original,773,0,g,6.54,6.1039896373057,6.54,6.11498542274053,6.54
Juuninin no Onna Kyoushi,5.71,ova,visual_novel,2188,2,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Bao Lian Deng,6.27,movie,other,563,0,g,6.7571336568422264,6.54,6.54,6.54,5.88666666666667
1989,5.57,music,music,1408,0,g,6.54,6.40714227173596,6.54,6.54,6.54
Wo Jiao Bai Xiaofei,6.17,ona,web_manga,1397,2,pg_13,6.562600713173317,6.54,6.84,6.54,6.685615942028985
Weiqi Shaonian,6.49,tv,original,610,2,pg,6.54,6.620099835911425,6.54,6.54,6.745
Gu-Gu Ganmo,6.19,tv,manga,899,1,g,6.71841532176,6.90549795361528,6.80722772277228,7.07873015873016,6.54
Septem Charm Magical Kanan: SP Summer Camp,5.83,ova,visual_novel,1862,2,rx,6.20131095123901,6.54,5.64645161290323,6.54,5.74888888888889
Live Beyond!!,6.29,music,original,339,0,pg_13,6.54,6.1039896373057,6.54,6.54,6.54
Ingoku Byoutou,5.78,ova,visual_novel,1917,5,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Flying Luna Clipper,5.86,ova,original,1341,12,g,6.128065445701856,6.501018718534807,6.54,6.54,6.54
Ba Ma Laizi Er Ciyuan,6.33,ona,manga,1268,4,pg_13,6.66621791767554,6.90549795361528,6.33,6.54,6.97795698924731
Vampire Sensou,4.65,ova,novel,4000,4,r+,6.89542386185243,6.829995591855745,6.80722772277228,6.54,6.54
Elf 17,5.52,ova,manga,2082,0,pg_13,6.728579832624179,6.73714260404587,5.005,6.54,6.59382352941176
Pokemon: Aki no Special,5.74,special,game,1799,0,pg,6.7571336568422264,6.54,6.64057692307692,6.11498542274053,6.54
Ame-iro Cocoa Series: Ame-con!!,4.78,tv,web_manga,5090,4,pg_13,6.71841532176,6.9754954954955,5.97904761904762,6.54,6.54
Sexy Sailor Soldiers,5.46,ova,manga,2657,7,rx,6.5460258894718795,6.81006637168142,6.72842105263158,6.54,6.54
G-Taste (2010),5.19,ova,manga,3967,7,r+,6.591901695779676,6.54,6.435,6.54,6.54
DS Anime Soushuuhen '98,6.26,ova,game,554,5,g,6.688064170564155,6.54,6.54,6.54,6.26
Gantz x Senran Kagura New Link,5.37,ona,original,4686,6,pg_13,6.54,6.1039896373057,6.54,6.54,6.54
Saishuu Shiken Kujira,4.99,ona,visual_novel,5171,3,pg_13,6.779398732385355,6.90549795361528,6.50457142857143,6.54,7.00631578947368
Jokuana,5.61,ova,visual_novel,2523,2,rx,6.20131095123901,6.54,5.908875,6.54,5.90734939759036
Session High⤴,5.78,music,original,1057,0,g,6.54,6.1039896373057,6.1075,6.54,6.22835820895522
Mikan Enikki Specials,6.43,special,manga,437,0,g,6.71841532176,6.60641509433962,6.95307692307692,6.86086440677966,6.54
Tsuki ni Hoeru,6.42,music,original,246,2,pg_13,6.54,6.1039896373057,6.54,6.54,6.54
